data,valor
2006-12-19,2.1571
2006-12-20,2.1571
2006-12-21,2.158
2006-12-22,2.1475
2006-12-26,2.143
2006-12-27,2.145
2006-12-28,2.1357
2006-12-29,2.1355
2007-01-02,2.131
2007-01-03,2.139
2007-01-04,2.1439
2007-01-05,2.1512
2007-01-08,2.152
2007-01-09,2.15
2007-01-10,2.1497
2007-01-11,2.1479
2007-01-12,2.141
2007-01-15,2.142
2007-01-16,2.137
2007-01-17,2.1336
2007-01-18,2.1341
2007-01-19,2.13
2007-01-22,2.1347
2007-01-23,2.1319
2007-01-24,2.128
2007-01-25,2.133
2007-01-26,2.138
2007-01-29,2.135
2007-01-30,2.1304
2007-01-31,2.1241
2007-02-01,2.1008
2007-02-02,2.1043
2007-02-05,2.0946
2007-02-06,2.081
2007-02-07,2.0911
2007-02-08,2.0936
2007-02-09,2.1088
2007-02-12,2.1133
2007-02-13,2.1083
2007-02-14,2.0915
2007-02-15,2.0935
2007-02-16,2.092
2007-02-21,2.0773
2007-02-22,2.082
2007-02-23,2.088
2007-02-26,2.0805
2007-02-27,2.1355
2007-02-28,2.1175
2007-03-01,2.119
2007-03-02,2.1324
2007-03-05,2.134
2007-03-06,2.116
2007-03-07,2.112
2007-03-08,2.1061
2007-03-09,2.0989
2007-03-12,2.088
2007-03-13,2.112
2007-03-14,2.0905
2007-03-15,2.0889
2007-03-16,2.092
2007-03-19,2.0778
2007-03-20,2.0773
2007-03-21,2.0535
2007-03-22,2.0615
2007-03-23,2.062
2007-03-26,2.0625
2007-03-27,2.069
2007-03-28,2.068
2007-03-29,2.0395
2007-03-30,2.059
2007-04-02,2.0475
2007-04-03,2.0375
2007-04-04,2.0365
2007-04-05,2.0379
2007-04-06,2.0316
2007-04-09,2.024
2007-04-10,2.027
2007-04-11,2.0378
2007-04-12,2.0315
2007-04-13,2.021
2007-04-16,2.0325
2007-04-17,2.0373
2007-04-18,2.034
2007-04-19,2.029
2007-04-20,2.026
2007-04-23,2.0345
2007-04-24,2.0325
2007-04-25,2.02
2007-04-26,2.0345
2007-04-27,2.031
2007-04-30,2.035
2007-05-01,2.034
2007-05-02,2.018
2007-05-03,2.0263
2007-05-04,2.033
2007-05-07,2.019
2007-05-08,2.0219
2007-05-09,2.018
2007-05-10,2.022
2007-05-11,2.018
2007-05-14,2.0048
2007-05-15,1.976
2007-05-16,1.953
2007-05-17,1.9635
2007-05-18,1.958
2007-05-21,1.9405
2007-05-22,1.9525
2007-05-23,1.956
2007-05-24,1.962
2007-05-25,1.952
2007-05-28,1.942
2007-05-29,1.9525
2007-05-30,1.941
2007-05-31,1.9203
2007-06-01,1.9025
2007-06-04,1.9315
2007-06-05,1.946
2007-06-06,1.9509
2007-06-07,1.9675
2007-06-08,1.9594
2007-06-11,1.9483
2007-06-12,1.9685
2007-06-13,1.9435
2007-06-14,1.9213
2007-06-15,1.9121
2007-06-18,1.907
2007-06-19,1.9063
2007-06-20,1.934
2007-06-21,1.921
2007-06-22,1.9428
2007-06-25,1.9493
2007-06-26,1.9595
2007-06-27,1.9345
2007-06-28,1.924
2007-06-29,1.9291
2007-07-02,1.9138
2007-07-03,1.911
2007-07-04,1.9073
2007-07-05,1.9139
2007-07-06,1.9029
2007-07-09,1.897
2007-07-10,1.9023
2007-07-11,1.8895
2007-07-12,1.8683
2007-07-13,1.862
2007-07-16,1.8653
2007-07-17,1.86
2007-07-18,1.86
2007-07-19,1.8605
2007-07-20,1.8562
2007-07-23,1.8388
2007-07-24,1.866
2007-07-25,1.8588
2007-07-26,1.926
2007-07-27,1.894
2007-07-30,1.8761
2007-07-31,1.882
2007-08-01,1.892
2007-08-02,1.8725
2007-08-03,1.899
2007-08-06,1.8993
2007-08-07,1.904
2007-08-08,1.8858
2007-08-09,1.9266
2007-08-10,1.95
2007-08-13,1.9549
2007-08-14,1.9953
2007-08-15,2.0562
2007-08-16,2.0527
2007-08-17,2.025
2007-08-20,2.0377
2007-08-21,2.0482
2007-08-22,1.9934
2007-08-23,1.9864
2007-08-24,1.942
2007-08-27,1.9515
2007-08-28,2.0122
2007-08-29,1.9631
2007-08-30,1.97
2007-08-31,1.962
2007-09-03,1.955
2007-09-04,1.9485
2007-09-05,1.965
2007-09-06,1.945
2007-09-07,1.961
2007-09-10,1.9495
2007-09-11,1.9285
2007-09-12,1.913
2007-09-13,1.9095
2007-09-14,1.9
2007-09-17,1.92
2007-09-18,1.872
2007-09-19,1.8706
2007-09-20,1.8755
2007-09-21,1.868
2007-09-24,1.8718
2007-09-25,1.8562
2007-09-26,1.844
2007-09-27,1.845
2007-09-28,1.833
2007-10-01,1.8105
2007-10-02,1.8326
2007-10-03,1.8375
2007-10-04,1.8248
2007-10-05,1.8035
2007-10-08,1.8175
2007-10-09,1.8029
2007-10-10,1.7987
2007-10-11,1.804
2007-10-12,1.801
2007-10-15,1.814
2007-10-16,1.815
2007-10-17,1.8185
2007-10-18,1.785
2007-10-19,1.8013
2007-10-22,1.816
2007-10-23,1.7968
2007-10-24,1.7955
2007-10-25,1.7802
2007-10-26,1.7689
2007-10-29,1.7565
2007-10-30,1.751
2007-10-31,1.7355
2007-11-01,1.7528
2007-11-02,1.751
2007-11-05,1.7548
2007-11-06,1.739
2007-11-07,1.7515
2007-11-08,1.7483
2007-11-09,1.7454
2007-11-12,1.7927
2007-11-13,1.7499
2007-11-14,1.7418
2007-11-15,1.7548
2007-11-16,1.7455
2007-11-19,1.7672
2007-11-20,1.7592
2007-11-21,1.7764
2007-11-22,1.779
2007-11-23,1.8018
2007-11-26,1.8484
2007-11-27,1.8362
2007-11-28,1.7782
2007-11-29,1.7884
2007-11-30,1.7962
2007-12-03,1.795
2007-12-04,1.811
2007-12-05,1.7965
2007-12-06,1.7681
2007-12-07,1.7588
2007-12-10,1.7617
2007-12-11,1.778
2007-12-12,1.7714
2007-12-13,1.7741
2007-12-14,1.797
2007-12-17,1.815
2007-12-18,1.8065
2007-12-19,1.7994
2007-12-20,1.8051
2007-12-21,1.7886
2007-12-24,1.79
2007-12-25,1.789
2007-12-26,1.767
2007-12-27,1.7628
2007-12-28,1.7807
2007-12-31,1.779
2008-01-02,1.7619
2008-01-03,1.751
2008-01-04,1.7555
2008-01-07,1.7642
2008-01-08,1.77
2008-01-09,1.7695
2008-01-10,1.7584
2008-01-11,1.747
2008-01-14,1.7313
2008-01-15,1.756
2008-01-16,1.7725
2008-01-17,1.7843
2008-01-18,1.7888
2008-01-21,1.8335
2008-01-22,1.795
2008-01-23,1.8197
2008-01-24,1.7864
2008-01-25,1.7845
2008-01-28,1.783
2008-01-29,1.7786
2008-01-30,1.7614
2008-01-31,1.7588
2008-02-01,1.7455
2008-02-04,1.7465
2008-02-05,1.744
2008-02-06,1.7591
2008-02-07,1.7584
2008-02-08,1.7674
2008-02-11,1.7565
2008-02-12,1.75
2008-02-13,1.7443
2008-02-14,1.749
2008-02-15,1.7525
2008-02-18,1.7403
2008-02-19,1.734
2008-02-20,1.725
2008-02-21,1.7155
2008-02-22,1.7075
2008-02-25,1.703
2008-02-26,1.686
2008-02-27,1.672
2008-02-28,1.666
2008-02-29,1.6907
2008-03-03,1.6694
2008-03-04,1.6772
2008-03-05,1.6625
2008-03-06,1.693
2008-03-07,1.6873
2008-03-10,1.7063
2008-03-11,1.691
2008-03-12,1.6782
2008-03-13,1.6931
2008-03-14,1.712
2008-03-17,1.7209
2008-03-18,1.6853
2008-03-19,1.7283
2008-03-20,1.72
2008-03-24,1.7445
2008-03-25,1.7359
2008-03-26,1.7302
2008-03-27,1.7402
2008-03-28,1.744
2008-03-31,1.7597
2008-04-01,1.74
2008-04-02,1.7278
2008-04-03,1.7194
2008-04-04,1.7098
2008-04-07,1.7058
2008-04-08,1.6955
2008-04-09,1.6891
2008-04-10,1.6841
2008-04-11,1.689
2008-04-14,1.6858
2008-04-15,1.6773
2008-04-16,1.6644
2008-04-17,1.6548
2008-04-18,1.668
2008-04-21,1.6641
2008-04-22,1.6581
2008-04-23,1.655
2008-04-24,1.675
2008-04-25,1.666
2008-04-28,1.688
2008-04-29,1.706
2008-04-30,1.662
2008-05-02,1.648
2008-05-05,1.6537
2008-05-06,1.6545
2008-05-07,1.6847
2008-05-08,1.6968
2008-05-09,1.685
2008-05-12,1.6615
2008-05-13,1.6638
2008-05-14,1.668
2008-05-15,1.6518
2008-05-16,1.641
2008-05-19,1.6505
2008-05-20,1.6513
2008-05-21,1.6573
2008-05-22,1.6573
2008-05-23,1.66
2008-05-26,1.6575
2008-05-27,1.668
2008-05-28,1.6529
2008-05-29,1.6395
2008-05-30,1.6265
2008-06-02,1.6253
2008-06-03,1.6328
2008-06-04,1.6285
2008-06-05,1.6269
2008-06-06,1.6335
2008-06-09,1.6251
2008-06-10,1.6443
2008-06-11,1.6393
2008-06-12,1.634
2008-06-13,1.636
2008-06-16,1.6228
2008-06-17,1.6109
2008-06-18,1.606
2008-06-19,1.6068
2008-06-20,1.606
2008-06-23,1.6127
2008-06-24,1.6048
2008-06-25,1.5907
2008-06-26,1.6027
2008-06-27,1.5954
2008-06-30,1.604
2008-07-01,1.5982
2008-07-02,1.61
2008-07-03,1.611
2008-07-04,1.608
2008-07-07,1.5999
2008-07-08,1.6103
2008-07-09,1.61
2008-07-10,1.6058
2008-07-11,1.601
2008-07-14,1.5968
2008-07-15,1.5929
2008-07-16,1.5968
2008-07-17,1.6005
2008-07-18,1.5895
2008-07-21,1.5822
2008-07-22,1.5792
2008-07-23,1.583
2008-07-24,1.5803
2008-07-25,1.5732
2008-07-28,1.5744
2008-07-29,1.5678
2008-07-30,1.5621
2008-07-31,1.5669
2008-08-01,1.5598
2008-08-04,1.5601
2008-08-05,1.573
2008-08-06,1.5775
2008-08-07,1.5982
2008-08-08,1.6076
2008-08-11,1.6272
2008-08-12,1.6189
2008-08-13,1.6099
2008-08-14,1.624
2008-08-15,1.6397
2008-08-18,1.641
2008-08-19,1.6233
2008-08-20,1.6199
2008-08-21,1.6102
2008-08-22,1.628
2008-08-25,1.631
2008-08-26,1.6283
2008-08-27,1.624
2008-08-28,1.6361
2008-08-29,1.63
2008-09-01,1.6473
2008-09-02,1.6568
2008-09-03,1.679
2008-09-04,1.7138
2008-09-05,1.715
2008-09-08,1.7407
2008-09-09,1.7712
2008-09-10,1.789
2008-09-11,1.8032
2008-09-12,1.7824
2008-09-15,1.8131
2008-09-16,1.8176
2008-09-17,1.8957
2008-09-18,1.889
2008-09-19,1.8299
2008-09-22,1.8066
2008-09-23,1.8435
2008-09-24,1.8624
2008-09-25,1.8275
2008-09-26,1.851
2008-09-29,1.9625
2008-09-30,1.906
2008-10-01,1.9179
2008-10-02,2.0195
2008-10-03,2.038
2008-10-06,2.182
2008-10-07,2.309
2008-10-08,2.315
2008-10-09,2.2698
2008-10-10,2.313
2008-10-13,2.128
2008-10-14,2.075
2008-10-15,2.226
2008-10-16,2.1341
2008-10-17,2.1215
2008-10-20,2.1115
2008-10-21,2.246
2008-10-22,2.3797
2008-10-23,2.241
2008-10-24,2.311
2008-10-27,2.254
2008-10-28,2.1605
2008-10-29,2.1175
2008-10-30,2.105
2008-10-31,2.1616
2008-11-03,2.1614
2008-11-04,2.1108
2008-11-05,2.1313
2008-11-06,2.2036
2008-11-07,2.1474
2008-11-10,2.175
2008-11-11,2.2213
2008-11-12,2.2889
2008-11-13,2.312
2008-11-14,2.2545
2008-11-17,2.273
2008-11-18,2.3133
2008-11-19,2.388
2008-11-20,2.3865
2008-11-21,2.4762
2008-11-24,2.3164
2008-11-25,2.3171
2008-11-26,2.2739
2008-11-27,2.271
2008-11-28,2.3283
2008-12-01,2.346
2008-12-02,2.409
2008-12-03,2.474
2008-12-04,2.504
2008-12-05,2.4298
2008-12-08,2.512
2008-12-09,2.4515
2008-12-10,2.4334
2008-12-11,2.345
2008-12-12,2.365
2008-12-15,2.3846
2008-12-16,2.3075
2008-12-17,2.3546
2008-12-18,2.426
2008-12-19,2.3528
2008-12-22,2.3926
2008-12-23,2.375
2008-12-24,2.376
2008-12-25,2.375
2008-12-26,2.3679
2008-12-29,2.3866
2008-12-30,2.3305
2008-12-31,2.3145
2009-01-01,2.3309
2009-01-02,2.322
2009-01-05,2.2365
2009-01-06,2.1695
2009-01-07,2.2725
2009-01-08,2.2948
2009-01-09,2.2522
2009-01-12,2.3158
2009-01-13,2.3191
2009-01-14,2.366
2009-01-15,2.355
2009-01-16,2.342
2009-01-19,2.3545
2009-01-20,2.376
2009-01-21,2.337
2009-01-22,2.3208
2009-01-23,2.3297
2009-01-26,2.31
2009-01-27,2.3428
2009-01-28,2.267
2009-01-29,2.2939
2009-01-30,2.32
2009-02-02,2.325
2009-02-03,2.308
2009-02-04,2.306
2009-02-05,2.286
2009-02-06,2.257
2009-02-09,2.2665
2009-02-10,2.3134
2009-02-11,2.2624
2009-02-12,2.2955
2009-02-13,2.2555
2009-02-16,2.274
2009-02-17,2.3417
2009-02-18,2.3425
2009-02-19,2.3727
2009-02-20,2.3852
2009-02-23,2.38
2009-02-24,2.3855
2009-02-25,2.3674
2009-02-26,2.3522
2009-02-27,2.3914
2009-03-02,2.4506
2009-03-03,2.4205
2009-03-04,2.3702
2009-03-05,2.3967
2009-03-06,2.387
2009-03-09,2.3862
2009-03-10,2.334
2009-03-11,2.3414
2009-03-12,2.2961
2009-03-13,2.3053
2009-03-16,2.2841
2009-03-17,2.2834
2009-03-18,2.2487
2009-03-19,2.2565
2009-03-20,2.2701
2009-03-23,2.245
2009-03-24,2.2493
2009-03-25,2.2378
2009-03-26,2.2485
2009-03-27,2.2911
2009-03-30,2.331
2009-03-31,2.3233
2009-04-01,2.2733
2009-04-02,2.2312
2009-04-03,2.21
2009-04-06,2.2227
2009-04-07,2.2156
2009-04-08,2.2031
2009-04-09,2.1711
2009-04-10,2.171
2009-04-13,2.1728
2009-04-14,2.2101
2009-04-15,2.1827
2009-04-16,2.1732
2009-04-17,2.1943
2009-04-20,2.2477
2009-04-21,2.2212
2009-04-22,2.2122
2009-04-23,2.2054
2009-04-24,2.1837
2009-04-27,2.2236
2009-04-28,2.2003
2009-04-29,2.1799
2009-04-30,2.1899
2009-05-01,2.174
2009-05-04,2.1141
2009-05-05,2.1353
2009-05-06,2.1126
2009-05-07,2.112
2009-05-08,2.0602
2009-05-11,2.0672
2009-05-12,2.0713
2009-05-13,2.114
2009-05-14,2.0854
2009-05-15,2.1127
2009-05-18,2.0706
2009-05-19,2.04
2009-05-20,2.0337
2009-05-21,2.0325
2009-05-22,2.0267
2009-05-25,2.0276
2009-05-26,2.0053
2009-05-27,2.0422
2009-05-28,2.004
2009-05-29,1.974
2009-06-01,1.952
2009-06-02,1.9214
2009-06-03,1.9646
2009-06-04,1.9377
2009-06-05,1.9614
2009-06-08,1.9634
2009-06-09,1.9438
2009-06-10,1.9474
2009-06-11,1.9461
2009-06-12,1.9273
2009-06-15,1.9502
2009-06-16,1.974
2009-06-17,1.971
2009-06-18,1.9775
2009-06-19,1.9757
2009-06-22,2.0337
2009-06-23,1.979
2009-06-24,1.9696
2009-06-25,1.941
2009-06-26,1.9351
2009-06-29,1.957
2009-06-30,1.9528
2009-07-01,1.9315
2009-07-02,1.955
2009-07-03,1.952
2009-07-06,1.9538
2009-07-07,1.995
2009-07-08,2.0035
2009-07-09,1.991
2009-07-10,1.996
2009-07-13,1.9795
2009-07-14,1.9606
2009-07-15,1.9336
2009-07-16,1.9316
2009-07-17,1.9269
2009-07-20,1.9
2009-07-21,1.8975
2009-07-22,1.9024
2009-07-23,1.8995
2009-07-24,1.8958
2009-07-27,1.8734
2009-07-28,1.8808
2009-07-29,1.8935
2009-07-30,1.8829
2009-07-31,1.8651
2009-08-03,1.8249
2009-08-04,1.8162
2009-08-05,1.8134
2009-08-06,1.8424
2009-08-07,1.8207
2009-08-10,1.8409
2009-08-11,1.8492
2009-08-12,1.8394
2009-08-13,1.8231
2009-08-14,1.847
2009-08-17,1.8811
2009-08-18,1.8444
2009-08-19,1.8415
2009-08-20,1.8443
2009-08-21,1.83
2009-08-24,1.8405
2009-08-25,1.8613
2009-08-26,1.862
2009-08-27,1.8667
2009-08-28,1.8808
2009-08-31,1.881
2009-09-01,1.9147
2009-09-02,1.8863
2009-09-03,1.8604
2009-09-04,1.8445
2009-09-07,1.8426
2009-09-08,1.8298
2009-09-09,1.834
2009-09-10,1.8098
2009-09-11,1.8308
2009-09-14,1.8125
2009-09-15,1.804
2009-09-16,1.8031
2009-09-17,1.8054
2009-09-18,1.8073
2009-09-21,1.825
2009-09-22,1.7928
2009-09-23,1.7976
2009-09-24,1.8003
2009-09-25,1.7902
2009-09-28,1.7872
2009-09-29,1.7905
2009-09-30,1.7664
2009-10-01,1.7866
2009-10-02,1.7819
2009-10-05,1.7597
2009-10-06,1.76
2009-10-07,1.748
2009-10-08,1.736
2009-10-09,1.742
2009-10-12,1.744
2009-10-13,1.7214
2009-10-14,1.7007
2009-10-15,1.7014
2009-10-16,1.7097
2009-10-19,1.7163
2009-10-20,1.753
2009-10-21,1.7328
2009-10-22,1.7335
2009-10-23,1.7185
2009-10-26,1.734
2009-10-27,1.7388
2009-10-28,1.7785
2009-10-29,1.7287
2009-10-30,1.7635
2009-11-02,1.766
2009-11-03,1.7455
2009-11-04,1.7265
2009-11-05,1.717
2009-11-06,1.719
2009-11-09,1.7002
2009-11-10,1.71
2009-11-11,1.718
2009-11-12,1.7345
2009-11-13,1.722
2009-11-16,1.714
2009-11-17,1.7115
2009-11-18,1.7258
2009-11-19,1.7289
2009-11-20,1.7325
2009-11-23,1.728
2009-11-24,1.7356
2009-11-25,1.735
2009-11-26,1.7479
2009-11-27,1.743
2009-11-30,1.756
2009-12-01,1.7226
2009-12-02,1.7188
2009-12-03,1.7087
2009-12-04,1.733
2009-12-07,1.737
2009-12-08,1.7626
2009-12-09,1.7626
2009-12-10,1.7568
2009-12-11,1.7594
2009-12-14,1.745
2009-12-15,1.7536
2009-12-16,1.7561
2009-12-17,1.793
2009-12-18,1.787
2009-12-21,1.7846
2009-12-22,1.7815
2009-12-23,1.762
2009-12-24,1.763
2009-12-25,1.763
2009-12-28,1.7415
2009-12-29,1.742
2009-12-30,1.744
2009-12-31,1.7445
2010-01-01,1.7445
2010-01-04,1.7215
2010-01-05,1.7293
2010-01-06,1.739
2010-01-07,1.7461
2010-01-08,1.727
2010-01-11,1.7343
2010-01-12,1.7462
2010-01-13,1.757
2010-01-14,1.7595
2010-01-15,1.772
2010-01-18,1.76
2010-01-19,1.7713
2010-01-20,1.789
2010-01-21,1.803
2010-01-22,1.8162
2010-01-25,1.822
2010-01-26,1.8309
2010-01-27,1.8535
2010-01-28,1.87
2010-01-29,1.886
2010-02-01,1.8585
2010-02-02,1.83
2010-02-03,1.8325
2010-02-04,1.8805
2010-02-05,1.882
2010-02-08,1.877
2010-02-09,1.846
2010-02-10,1.857
2010-02-11,1.851
2010-02-12,1.862
2010-02-17,1.8326
2010-02-18,1.824
2010-02-19,1.8048
2010-02-22,1.8115
2010-02-23,1.8255
2010-02-24,1.826
2010-02-25,1.824
2010-02-26,1.8072
2010-03-01,1.797
2010-03-02,1.793
2010-03-03,1.791
2010-03-04,1.7881
2010-03-05,1.7784
2010-03-08,1.788
2010-03-09,1.7755
2010-03-10,1.7688
2010-03-11,1.7641
2010-03-12,1.7635
2010-03-15,1.7639
2010-03-16,1.7662
2010-03-17,1.767
2010-03-18,1.7915
2010-03-19,1.8013
2010-03-22,1.7903
2010-03-23,1.7759
2010-03-24,1.8012
2010-03-25,1.8188
2010-03-26,1.8206
2010-03-29,1.7949
2010-03-30,1.7903
2010-03-31,1.7784
2010-04-01,1.7647
2010-04-02,1.7649
2010-04-05,1.7617
2010-04-06,1.7529
2010-04-07,1.781
2010-04-08,1.7738
2010-04-09,1.7747
2010-04-12,1.7538
2010-04-13,1.7499
2010-04-14,1.7451
2010-04-15,1.7485
2010-04-16,1.7598
2010-04-19,1.7534
2010-04-20,1.7525
2010-04-21,1.7509
2010-04-22,1.7642
2010-04-23,1.7562
2010-04-26,1.747
2010-04-27,1.771
2010-04-28,1.7471
2010-04-29,1.728
2010-04-30,1.7395
2010-05-03,1.727
2010-05-04,1.7645
2010-05-05,1.7938
2010-05-06,1.8556
2010-05-07,1.84
2010-05-10,1.7748
2010-05-11,1.7893
2010-05-12,1.7738
2010-05-13,1.7755
2010-05-14,1.8021
2010-05-17,1.8004
2010-05-18,1.8183
2010-05-19,1.8276
2010-05-20,1.8841
2010-05-21,1.8596
2010-05-24,1.8702
2010-05-25,1.8449
2010-05-26,1.8704
2010-05-27,1.8149
2010-05-28,1.8177
2010-05-31,1.8211
2010-06-01,1.8477
2010-06-02,1.8178
2010-06-03,1.818
2010-06-04,1.8654
2010-06-07,1.8795
2010-06-08,1.8541
2010-06-09,1.849
2010-06-10,1.8046
2010-06-11,1.8106
2010-06-14,1.8109
2010-06-15,1.7875
2010-06-16,1.7875
2010-06-17,1.7801
2010-06-18,1.7703
2010-06-21,1.7713
2010-06-22,1.7882
2010-06-23,1.7872
2010-06-24,1.7836
2010-06-25,1.7795
2010-06-28,1.78
2010-06-29,1.8138
2010-06-30,1.8047
2010-07-01,1.7907
2010-07-02,1.7724
2010-07-05,1.7775
2010-07-06,1.7797
2010-07-07,1.7655
2010-07-08,1.7608
2010-07-09,1.7554
2010-07-12,1.7607
2010-07-13,1.7568
2010-07-14,1.7619
2010-07-15,1.763
2010-07-16,1.7814
2010-07-19,1.7927
2010-07-20,1.7741
2010-07-21,1.781
2010-07-22,1.7582
2010-07-23,1.7739
2010-07-26,1.7626
2010-07-27,1.7671
2010-07-28,1.7685
2010-07-29,1.7577
2010-07-30,1.755
2010-08-02,1.7517
2010-08-03,1.7577
2010-08-04,1.7524
2010-08-05,1.752
2010-08-06,1.7608
2010-08-09,1.7492
2010-08-10,1.7532
2010-08-11,1.7743
2010-08-12,1.7697
2010-08-13,1.7719
2010-08-16,1.7547
2010-08-17,1.7544
2010-08-18,1.7531
2010-08-19,1.7555
2010-08-20,1.756
2010-08-23,1.77
2010-08-24,1.7704
2010-08-25,1.7637
2010-08-26,1.7621
2010-08-27,1.75
2010-08-30,1.7596
2010-08-31,1.7559
2010-09-01,1.7459
2010-09-02,1.7257
2010-09-03,1.7328
2010-09-06,1.7268
2010-09-07,1.7345
2010-09-08,1.7263
2010-09-09,1.7204
2010-09-10,1.7223
2010-09-13,1.7106
2010-09-14,1.7098
2010-09-15,1.712
2010-09-16,1.7115
2010-09-17,1.7202
2010-09-20,1.7329
2010-09-21,1.711
2010-09-22,1.7189
2010-09-23,1.7245
2010-09-24,1.7106
2010-09-27,1.7113
2010-09-28,1.708
2010-09-29,1.7019
2010-09-30,1.6876
2010-10-01,1.69
2010-10-04,1.698
2010-10-05,1.6633
2010-10-06,1.6785
2010-10-07,1.681
2010-10-08,1.6663
2010-10-11,1.6702
2010-10-12,1.6707
2010-10-13,1.6533
2010-10-14,1.6603
2010-10-15,1.6655
2010-10-18,1.6728
2010-10-19,1.6859
2010-10-20,1.677
2010-10-21,1.697
2010-10-22,1.706
2010-10-25,1.6963
2010-10-26,1.7033
2010-10-27,1.7203
2010-10-28,1.712
2010-10-29,1.7012
2010-11-01,1.708
2010-11-02,1.704
2010-11-03,1.7001
2010-11-04,1.6773
2010-11-05,1.6775
2010-11-08,1.7003
2010-11-09,1.7007
2010-11-10,1.7078
2010-11-11,1.7158
2010-11-12,1.7219
2010-11-15,1.7244
2010-11-16,1.7403
2010-11-17,1.7264
2010-11-18,1.714
2010-11-19,1.7192
2010-11-22,1.719
2010-11-23,1.736
2010-11-24,1.721
2010-11-25,1.7211
2010-11-26,1.7269
2010-11-29,1.7183
2010-11-30,1.7155
2010-12-01,1.706
2010-12-02,1.696
2010-12-03,1.6851
2010-12-06,1.6749
2010-12-07,1.683
2010-12-08,1.6898
2010-12-09,1.71
2010-12-10,1.7066
2010-12-13,1.694
2010-12-14,1.698
2010-12-15,1.6998
2010-12-16,1.7028
2010-12-17,1.7125
2010-12-20,1.7062
2010-12-21,1.6952
2010-12-22,1.6998
2010-12-23,1.6903
2010-12-24,1.6909
2010-12-27,1.686
2010-12-28,1.6915
2010-12-29,1.6795
2010-12-30,1.66
2010-12-31,1.66
2011-01-03,1.6475
2011-01-04,1.661
2011-01-05,1.674
2011-01-06,1.6865
2011-01-07,1.6838
2011-01-10,1.689
2011-01-11,1.6868
2011-01-12,1.6714
2011-01-13,1.673
2011-01-14,1.6855
2011-01-17,1.681
2011-01-18,1.6742
2011-01-19,1.6735
2011-01-20,1.674
2011-01-21,1.677
2011-01-24,1.67
2011-01-25,1.6717
2011-01-26,1.668
2011-01-27,1.6762
2011-01-28,1.6821
2011-01-31,1.668
2011-02-01,1.6648
2011-02-02,1.6665
2011-02-03,1.6678
2011-02-04,1.674
2011-02-07,1.6768
2011-02-08,1.666
2011-02-09,1.6615
2011-02-10,1.669
2011-02-11,1.6657
2011-02-14,1.667
